Name,Age,Gender,Occupation,Income,Purchased
Emily,56.0,Female,Lawyer,105107.0,No
Grant,45.0,,,68646.0,Yes
Jack,32.0,Female,Teacher,59093.0,Yes
Eric,41.0,Female,Nurse,74407.0,No
Tracy,36.0,Female,Artist,58763.0,Yes
April,25.0,Male,Nurse,76535.0,Yes
Corey,39.0,Male,Artist,62129.0,No
Adam,38.0,Female,Engineer,,Yes
Neil,45.0,Female,Artist,62210.0,No
,58.0,Male,Teacher,47886.0,No
Jessica,,Male,,,Yes
Samantha,51.0,Female,Teacher,37645.0,No
Brian,56.0,Male,Teacher,49861.0,No
Felicia,42.0,Male,Artist,53710.0,Yes
Patrick,36.0,Male,Teacher,44878.0,Yes
Barbara,43.0,Male,Lawyer,109766.0,Yes
,23.0,Female,Doctor,93439.0,Yes
David,36.0,Female,Doctor,145165.0,Yes
Eric,54.0,Male,Lawyer,78516.0,Yes
Sarah,31.0,Male,Nurse,78444.0,Yes
Sabrina,45.0,Female,Lawyer,97623.0,Yes
,31.0,Female,Teacher,58400.0,No
Zachary,53.0,Female,Lawyer,80884.0,Yes
Brian,34.0,Female,Engineer,62029.0,No
Jeffery,53.0,,Teacher,37509.0,No
Elizabeth,30.0,,Nurse,,Yes
Benjamin,42.0,Female,Nurse,69530.0,Yes
John,59.0,Female,Artist,57699.0,No
Megan,32.0,Female,Artist,55083.0,No
Kathryn,27.0,,Lawyer,109588.0,Yes
Charles,51.0,Female,Lawyer,,No
,41.0,Male,Lawyer,,Yes
,26.0,Female,Nurse,62764.0,No
Ashley,34.0,Male,Artist,57715.0,Yes
,27.0,Female,Artist,67540.0,Yes
Michael,,,Nurse,73106.0,Yes
David,58.0,Male,,74585.0,No
Keith,59.0,Female,Doctor,127583.0,Yes
Sheila,36.0,Male,Engineer,89796.0,No
Leslie,58.0,Male,Teacher,42681.0,No
Kristin,52.0,Female,Artist,54598.0,No
Kendra,41.0,Male,Engineer,,No
,32.0,Male,Teacher,48404.0,No
,43.0,Male,Artist,59436.0,No
Nicole,35.0,Male,Lawyer,83332.0,No
Heather,41.0,Male,Lawyer,114213.0,Yes
Claire,47.0,Male,Doctor,,Yes
Morgan,46.0,Male,Engineer,,Yes
Stephanie,22.0,Female,Artist,45390.0,Yes
Jennifer,60.0,Female,Artist,61102.0,No
Jessica,51.0,Male,Lawyer,113382.0,Yes
John,58.0,Female,Engineer,88800.0,Yes
Daniel,26.0,Female,Nurse,,Yes
,22.0,Female,Artist,57412.0,No
Maria,34.0,Male,Doctor,92504.0,Yes
Andrew,24.0,Female,Artist,69150.0,No
,38.0,Male,,80218.0,No
Amanda,30.0,Male,Engineer,98347.0,No
Stephanie,34.0,Male,,78748.0,No
Samantha,27.0,Female,Lawyer,79683.0,No
Rachel,,Female,Artist,55902.0,No
Matthew,43.0,Female,Doctor,136442.0,Yes
Christine,34.0,Female,Doctor,,Yes
Alexis,46.0,Female,Nurse,79037.0,Yes
Mark,23.0,Female,Nurse,60794.0,Yes
Jennifer,27.0,,Engineer,92118.0,No
,47.0,Male,,100603.0,Yes
Anthony,41.0,Male,,44730.0,Yes
Angelica,50.0,,Engineer,77297.0,Yes
Richard,46.0,Male,Doctor,107881.0,Yes
Anne,58.0,Female,Artist,62664.0,Yes
Cynthia,36.0,Male,Artist,40990.0,No
Blake,35.0,Male,Artist,54836.0,Yes
Jonathan,38.0,Female,,82795.0,Yes
Charlene,36.0,Male,Engineer,88732.0,Yes
Shelby,55.0,Female,Nurse,51096.0,No
Ashley,22.0,Male,Artist,63983.0,No
Jennifer,,Male,Doctor,119862.0,Yes
Lisa,22.0,Male,Teacher,,Yes
Jonathan,31.0,Male,Nurse,56018.0,No
Robert,35.0,Female,Engineer,97128.0,No
Lauren,54.0,Female,Artist,63115.0,No
Natalie,23.0,,Lawyer,,No
Jennifer,49.0,Female,Lawyer,88018.0,Yes
Linda,41.0,Male,Teacher,40258.0,No
Karen,,Male,,114122.0,No
Shelby,30.0,Male,Engineer,67881.0,Yes
James,52.0,Female,Lawyer,113935.0,Yes
Brian,46.0,Male,Engineer,99278.0,Yes
James,26.0,Female,Lawyer,117000.0,No
Nathaniel,22.0,Female,Engineer,88144.0,Yes
,47.0,Female,,86510.0,Yes
Deborah,49.0,Female,Lawyer,101418.0,No
Joyce,52.0,Male,Nurse,75878.0,Yes
Sydney,48.0,,Nurse,66425.0,Yes
Becky,55.0,Male,Teacher,45088.0,Yes
Dawn,,Male,Doctor,89624.0,No
Cindy,38.0,Male,Engineer,61931.0,No
Abigail,40.0,Female,Lawyer,94964.0,Yes
Kim,46.0,Female,Teacher,49230.0,No
Robert,37.0,Male,Doctor,89481.0,No
Kyle,,,Artist,69091.0,No
Alvin,58.0,,Engineer,72433.0,No
Mitchell,,Male,Artist,51274.0,No
Jason,23.0,Female,Teacher,41410.0,No
John,56.0,Female,Lawyer,71556.0,No
Theresa,54.0,Female,Artist,44088.0,No
,22.0,Male,Teacher,40313.0,No
Jason,35.0,,Lawyer,96455.0,No
Ashley,27.0,Male,Doctor,123389.0,No
,37.0,Female,Nurse,60511.0,No
Christopher,34.0,Female,Teacher,42616.0,No
Gail,38.0,Female,Teacher,41892.0,No
Kristy,,Male,Artist,58522.0,Yes
Calvin,39.0,Female,Lawyer,70123.0,No
Courtney,48.0,Female,Doctor,102511.0,Yes
Hannah,31.0,Female,Doctor,140687.0,Yes
Amanda,,Male,Nurse,76362.0,No
Rose,22.0,Female,,64575.0,No
Paige,45.0,Male,Artist,63467.0,Yes
Hunter,23.0,Male,,66471.0,Yes
Dawn,59.0,Male,Artist,52928.0,No
Ryan,58.0,Male,Doctor,83970.0,No
Melanie,27.0,Female,Engineer,70422.0,No
Matthew,46.0,Female,Artist,57503.0,No
Sarah,38.0,,Nurse,57229.0,No
Andrea,50.0,Female,Engineer,91577.0,Yes
Holly,47.0,Female,Teacher,47228.0,No
Nancy,55.0,Female,Teacher,35221.0,Yes
Stephanie,34.0,,,94350.0,No
Kristin,38.0,Female,Artist,46152.0,Yes
Lori,54.0,Female,Engineer,76522.0,Yes
Vanessa,51.0,Male,Teacher,57747.0,No
Patrick,59.0,Female,Artist,60465.0,Yes
,26.0,,Teacher,,Yes
Jeremiah,33.0,Male,Doctor,138298.0,No
,43.0,Male,Artist,45087.0,Yes
Joanna,59.0,Female,Nurse,73399.0,No
,48.0,Male,Doctor,,No
John,,Male,Doctor,118337.0,No
Karl,27.0,Male,Engineer,88117.0,No
Audrey,52.0,Male,Engineer,92787.0,Yes
Teresa,,Female,Nurse,70459.0,Yes
Whitney,48.0,Female,Doctor,132978.0,Yes
Elijah,39.0,Female,Teacher,42977.0,No
Earl,33.0,Female,Artist,54060.0,No
Victoria,24.0,Male,Lawyer,116878.0,No
Connie,38.0,Female,,89281.0,Yes
Joshua,42.0,Male,Lawyer,77840.0,No
John,45.0,Male,Doctor,108984.0,No
Colton,43.0,Male,Artist,62624.0,No
Melody,39.0,Female,Teacher,50664.0,Yes
,53.0,Female,Lawyer,,No
Ashley,32.0,Female,Lawyer,78783.0,No
Jessica,58.0,Male,Artist,48443.0,No
Alexander,38.0,Female,Nurse,75971.0,No
Alyssa,48.0,Female,Artist,49749.0,No
John,38.0,Male,Nurse,70890.0,No
Christina,34.0,Male,Artist,57602.0,No
Victoria,41.0,Female,Artist,62620.0,Yes
Aaron,31.0,Male,Doctor,116887.0,No
Joseph,30.0,Male,Lawyer,119861.0,No
Mark,33.0,Male,Doctor,85448.0,No
Karen,41.0,Female,,64716.0,Yes
Justin,31.0,Male,Doctor,,Yes
Jeffrey,53.0,Female,Teacher,55824.0,No
Elizabeth,56.0,Female,Engineer,88683.0,No
Taylor,35.0,Male,Artist,64818.0,Yes
Bethany,59.0,Male,,57787.0,No
Kristy,49.0,Male,Engineer,72829.0,No
Rhonda,31.0,Female,Engineer,92153.0,Yes
Scott,43.0,Male,Engineer,75643.0,No
Natalie,59.0,Male,Doctor,102868.0,Yes
Brittany,22.0,Female,Lawyer,105873.0,No
,23.0,Female,Lawyer,97013.0,Yes
Suzanne,49.0,,,59964.0,Yes
,47.0,,Doctor,134847.0,Yes
,59.0,Male,Artist,52629.0,No
Mary,60.0,Male,Artist,49952.0,No
James,,Female,Engineer,73881.0,Yes
Tonya,45.0,Male,Engineer,89437.0,No
Rebecca,59.0,Male,,54872.0,No
Jacob,24.0,,Artist,41392.0,Yes
Elizabeth,,Female,Artist,50471.0,Yes
Anthony,35.0,,Nurse,62738.0,No
Kaitlyn,49.0,Female,Engineer,82773.0,Yes
Danielle,41.0,Male,Lawyer,118535.0,Yes
Brandi,33.0,Male,Artist,52224.0,No
Matthew,45.0,Male,Artist,43153.0,No
Julie,49.0,Male,Teacher,44264.0,Yes
Patricia,,Female,Doctor,99073.0,No
Brent,39.0,,Lawyer,,No
Julia,43.0,Male,Doctor,100320.0,No
Steven,29.0,Female,,147421.0,Yes
Cynthia,50.0,Male,,,No
Danny,52.0,,Artist,50151.0,Yes
Seth,36.0,Male,Lawyer,94513.0,Yes
Rebecca,51.0,Female,Nurse,64351.0,Yes
Sarah,33.0,Male,Teacher,56265.0,No
,46.0,Male,Teacher,,No
,39.0,Male,Lawyer,79471.0,Yes
Jay,36.0,Male,Engineer,76320.0,Yes
Rebekah,60.0,Female,,93534.0,No
Melissa,47.0,Male,Artist,50751.0,No
Christopher,45.0,Female,,62559.0,Yes
Sharon,27.0,Female,Lawyer,114319.0,Yes
Stacey,22.0,Female,Nurse,73429.0,Yes
Jennifer,32.0,Female,Doctor,103694.0,No
Rebecca,57.0,Male,Artist,40162.0,Yes
Mark,38.0,Male,Engineer,,No
Corey,51.0,Female,Artist,65840.0,No
Marie,23.0,Male,Lawyer,114482.0,No
Bryan,34.0,Male,Nurse,61139.0,No
Brian,57.0,Male,Lawyer,74349.0,No
Elizabeth,60.0,Male,Doctor,86881.0,Yes
Jacqueline,56.0,Female,,111688.0,Yes
Jeanette,24.0,Male,Engineer,64533.0,No
Erika,37.0,Female,Doctor,103533.0,No
Michelle,,Female,Artist,59681.0,No
Sabrina,55.0,Male,Doctor,94534.0,No
Krista,58.0,Male,Nurse,,Yes
Christopher,43.0,Female,,64297.0,Yes
Amber,55.0,Female,Artist,50808.0,Yes
,25.0,Female,Artist,60894.0,No
Cynthia,47.0,Female,Artist,52217.0,Yes
Evelyn,51.0,Female,,92226.0,No
Ruth,26.0,Female,Lawyer,113390.0,Yes
Curtis,57.0,,Artist,52090.0,Yes
Melinda,54.0,Male,,144441.0,No
Alejandro,46.0,Male,Lawyer,98705.0,Yes
Melissa,36.0,Female,Artist,43904.0,Yes
Pamela,58.0,Female,Teacher,52281.0,No
Donald,24.0,Female,Artist,44787.0,No
Jeffrey,47.0,,Engineer,73447.0,Yes
Gina,29.0,Female,,137950.0,Yes
Beth,33.0,Male,Artist,67176.0,No
Shawn,23.0,Male,,37148.0,No
Rebecca,53.0,Male,Lawyer,111477.0,No
Andrew,40.0,Female,Lawyer,108209.0,No
Melissa,54.0,Male,Doctor,129588.0,Yes
William,27.0,Female,Doctor,106361.0,No
Kyle,53.0,Male,Lawyer,85208.0,No
,57.0,Male,Engineer,68609.0,Yes
Daniel,29.0,Male,Doctor,110950.0,Yes
Ryan,44.0,Male,,39639.0,No
,60.0,Female,Doctor,113973.0,No
Adam,23.0,Female,Lawyer,82677.0,No
Peter,42.0,Male,Engineer,,No
Roger,35.0,Female,Teacher,36318.0,Yes
Kyle,53.0,Male,Nurse,70034.0,Yes
Patrick,43.0,Male,Teacher,51297.0,Yes
Alyssa,48.0,Female,Teacher,52584.0,Yes
Margaret,43.0,Male,Lawyer,,Yes
Michelle,41.0,Female,Engineer,66314.0,No
Joshua,49.0,Female,Doctor,108033.0,No
Dennis,36.0,Female,Nurse,79402.0,Yes
Samuel,51.0,Male,,72792.0,No
James,37.0,Male,Artist,44718.0,No
Alejandro,,Female,Teacher,42757.0,Yes
Johnny,60.0,Female,Doctor,99490.0,No
,28.0,Female,,82517.0,No
Kathleen,40.0,Female,Lawyer,72074.0,No
Brad,25.0,Male,Artist,,No
Adam,29.0,Male,Engineer,65591.0,No
Lisa,24.0,Male,,85157.0,No
Billy,30.0,Male,Teacher,40285.0,Yes
Heather,39.0,Female,Lawyer,90211.0,Yes
,49.0,,Artist,53928.0,Yes
Heidi,36.0,Female,,75325.0,Yes
Wanda,55.0,Female,Nurse,61048.0,Yes
Joel,46.0,Female,Lawyer,100612.0,No
Daniel,51.0,Female,Lawyer,107157.0,Yes
John,,Male,Lawyer,113597.0,No
Tara,35.0,,Nurse,57721.0,Yes
Jimmy,50.0,,Nurse,,Yes
Jonathan,,Female,Engineer,99435.0,No
David,57.0,Male,Nurse,51022.0,No
Patricia,48.0,Male,Doctor,87041.0,No
Charles,40.0,Male,Engineer,67456.0,Yes
Michael,53.0,Male,Lawyer,117565.0,No
Alex,45.0,Female,Engineer,74467.0,No
Cody,26.0,Male,Engineer,80308.0,Yes
Jason,31.0,Female,,50172.0,No
Jesus,38.0,Female,Artist,68745.0,No
Krystal,34.0,Male,Doctor,147204.0,No
Brenda,,Female,Teacher,38214.0,No
Susan,56.0,Male,Lawyer,114168.0,No
Thomas,22.0,Female,Artist,59980.0,Yes
,42.0,Female,Doctor,101018.0,No
Heather,56.0,Male,Engineer,,Yes
Luke,28.0,Female,Artist,57068.0,Yes
Pamela,,Male,Artist,61107.0,No
Lisa,29.0,Male,,45954.0,No
Denise,42.0,Male,Doctor,93147.0,No
Roy,44.0,Male,Lawyer,71137.0,Yes
Rebecca,51.0,Male,Nurse,64401.0,Yes
Christopher,27.0,Female,Teacher,37303.0,No
Brian,39.0,Female,Artist,54056.0,No
Jennifer,59.0,Female,Nurse,58311.0,Yes
Daniel,54.0,Male,Teacher,46016.0,No
John,31.0,Female,Nurse,63505.0,No
Kristin,24.0,Male,Lawyer,98931.0,Yes
Thomas,28.0,Male,Engineer,77627.0,No
Robert,44.0,Female,,,No
Robin,48.0,Male,Engineer,87583.0,Yes
Chelsey,45.0,Female,Nurse,69864.0,No
Robert,48.0,Female,Nurse,76160.0,No
Sheila,55.0,Female,Teacher,46044.0,Yes
Dustin,,Male,Lawyer,92757.0,No
Alyssa,59.0,Male,Doctor,145019.0,No
Reginald,54.0,Female,Engineer,81669.0,No
Kevin,,Male,Nurse,60035.0,Yes
Kathy,37.0,Male,Nurse,60189.0,No
Andrea,35.0,Male,Nurse,64603.0,Yes
Gabrielle,38.0,Male,,37057.0,No
Timothy,45.0,Female,,65110.0,No
Terry,47.0,Female,Lawyer,78850.0,No
Lisa,50.0,Female,Teacher,51915.0,Yes
,33.0,Female,Teacher,43789.0,No
Nicole,45.0,Female,Nurse,60111.0,Yes
Jennifer,28.0,Female,Doctor,133596.0,No
Philip,55.0,Female,Nurse,55931.0,Yes
Brandon,22.0,Female,,67344.0,No
Tammy,56.0,Female,Artist,69228.0,Yes
Kelly,26.0,Female,Doctor,,No
Jorge,47.0,Female,Teacher,43984.0,Yes
James,57.0,Female,Lawyer,72917.0,No
Juan,47.0,Female,Nurse,57139.0,Yes
Lisa,33.0,Male,Engineer,91806.0,No
Debra,28.0,Female,Doctor,116141.0,Yes
Amanda,26.0,Male,Engineer,76649.0,No
Aaron,39.0,Male,Engineer,71570.0,No
Patricia,45.0,Female,Engineer,66507.0,Yes
Susan,43.0,Female,Engineer,80230.0,No
Melissa,27.0,Female,Engineer,64315.0,No
Jackie,42.0,Male,Nurse,54820.0,Yes
,24.0,Female,Teacher,49345.0,No
Katherine,47.0,Male,Artist,45773.0,Yes
Amy,59.0,,Artist,,Yes
Kathleen,47.0,Male,Nurse,,Yes
,45.0,,Lawyer,79037.0,No
Calvin,38.0,Male,Lawyer,86215.0,Yes
Jessica,42.0,Male,Teacher,42820.0,No
Travis,26.0,Male,,143437.0,Yes
Jesse,24.0,Female,Engineer,81430.0,Yes
David,54.0,Male,Nurse,56389.0,Yes
,53.0,,Artist,64003.0,No
Christina,60.0,Male,Artist,41554.0,No
Mariah,22.0,Female,Teacher,54636.0,Yes
Edward,41.0,Female,Lawyer,119323.0,No
Wanda,48.0,Male,Engineer,76411.0,Yes
Matthew,53.0,Male,Engineer,74973.0,Yes
Roberto,25.0,Male,Artist,40376.0,Yes
,31.0,Male,,42533.0,Yes
Melanie,43.0,Female,Lawyer,,No
Ronald,56.0,,,99899.0,No
Kimberly,58.0,Female,Artist,53130.0,No
Allen,,Male,Engineer,84802.0,Yes
Kristine,57.0,,Doctor,124420.0,No
Mario,41.0,Male,Artist,52797.0,Yes
Aaron,42.0,Female,Doctor,132016.0,Yes
Bobby,40.0,Female,Lawyer,117853.0,No
Vicki,24.0,Female,,44069.0,Yes
Denise,,Female,Nurse,69506.0,No
William,40.0,Male,Nurse,50639.0,No
John,59.0,,Artist,41614.0,Yes
Casey,46.0,Female,Lawyer,,No
Patrick,46.0,Female,Engineer,97351.0,No
Geoffrey,50.0,Female,,134841.0,Yes
Stacy,55.0,Male,,,Yes
James,36.0,Female,Doctor,97111.0,No
Alex,49.0,Female,Lawyer,71537.0,No
Claudia,46.0,Male,Lawyer,90250.0,Yes
,,Female,Lawyer,115604.0,No
Brian,56.0,Male,Artist,63051.0,Yes
Kristin,45.0,Male,Engineer,89136.0,No
Roger,37.0,Male,Artist,59456.0,No
Tyler,54.0,Male,Engineer,73832.0,Yes
Kelsey,52.0,Male,Artist,60042.0,Yes
Kimberly,28.0,Female,Engineer,66766.0,No
Tammy,56.0,Male,Nurse,67316.0,No
Richard,,Female,Doctor,87679.0,Yes
Michael,24.0,Male,Artist,47507.0,No
Patrick,37.0,Female,Teacher,49850.0,No
Christina,38.0,Male,Lawyer,,Yes
Cody,39.0,Male,Lawyer,74555.0,No
Adriana,48.0,Female,,49603.0,Yes
Stephanie,28.0,Male,Engineer,,No
Wendy,38.0,Male,Teacher,36843.0,Yes
Eric,25.0,Male,Teacher,39980.0,No
Laura,31.0,Female,Artist,55528.0,Yes
Veronica,52.0,Female,,41772.0,Yes
Elizabeth,41.0,Female,Engineer,86348.0,Yes
Rachel,42.0,Female,Doctor,133289.0,Yes
Shelly,38.0,Female,,64806.0,No
Eric,51.0,Male,Teacher,41949.0,No
Kaitlyn,23.0,,Nurse,,No
Darius,25.0,Male,Engineer,,Yes
Becky,43.0,Female,Nurse,,Yes
Veronica,34.0,Male,Teacher,,No
Samuel,30.0,Female,,40264.0,No
Eric,27.0,Female,Doctor,120146.0,No
Breanna,29.0,Male,Doctor,109530.0,No
Angela,42.0,Male,Doctor,138471.0,Yes
Kristen,49.0,Female,Teacher,40865.0,No
Sarah,53.0,Male,Engineer,73648.0,Yes
Jessica,30.0,,,78579.0,No
Dylan,56.0,Female,Teacher,53579.0,No
Gregory,26.0,Male,Engineer,77820.0,No
Daniel,24.0,Female,,46537.0,Yes
,39.0,Female,Artist,,No
,23.0,Male,Nurse,74557.0,No
Jonathon,56.0,,Lawyer,119269.0,No
Dale,54.0,Male,,112229.0,No
Karen,29.0,Male,Doctor,88205.0,No
Jessica,29.0,Female,Doctor,137902.0,No
Alexander,,Female,Lawyer,107869.0,No
David,34.0,Female,Engineer,87094.0,Yes
Shannon,56.0,Male,Doctor,118538.0,No
Gabrielle,23.0,Female,,61924.0,No
Jessica,28.0,Female,Teacher,52689.0,No
Christopher,22.0,Male,Nurse,79304.0,Yes
Shawn,23.0,Male,Engineer,65475.0,Yes
Allison,33.0,Female,Artist,45069.0,Yes
Franklin,51.0,Male,Lawyer,108666.0,No
,55.0,Male,Lawyer,85013.0,Yes
Adam,29.0,Male,Artist,65178.0,No
Nathaniel,57.0,Female,Artist,53981.0,Yes
Rita,23.0,Female,Engineer,93641.0,No
Brittany,28.0,Male,Doctor,108918.0,No
Adrienne,57.0,Male,Doctor,,Yes
Autumn,58.0,Male,Engineer,82245.0,Yes
Anthony,34.0,,Lawyer,115732.0,Yes
,46.0,Female,Engineer,77557.0,Yes
,59.0,Female,Teacher,38612.0,No
Michelle,60.0,Male,Nurse,,Yes
Mark,30.0,Male,Lawyer,117049.0,Yes
Jesse,45.0,Female,Engineer,91696.0,Yes
Karen,30.0,Male,Engineer,,No
Kristine,32.0,Female,Nurse,66257.0,No
Theodore,45.0,,Nurse,62151.0,No
Nicole,57.0,Female,,94460.0,No
Erika,,Male,Engineer,74703.0,No
Linda,60.0,Male,Engineer,65496.0,Yes
Carol,27.0,Female,Engineer,86051.0,Yes
Christopher,29.0,Female,Teacher,,No
,46.0,Female,Lawyer,,Yes
Tammie,47.0,Female,,132884.0,Yes
Molly,27.0,Male,Artist,62152.0,Yes
Sergio,23.0,Female,,41957.0,No
Robert,27.0,Female,Nurse,50951.0,Yes
Leah,54.0,Male,Engineer,80586.0,No
Angela,33.0,Male,Lawyer,78926.0,No
Keith,,Male,,58070.0,No
Michael,30.0,Female,Lawyer,98335.0,No
Kristin,54.0,Male,Teacher,43728.0,Yes
Christine,37.0,,Doctor,147562.0,No
David,36.0,Female,Teacher,40799.0,No
Michael,37.0,Male,Nurse,68899.0,Yes
Lauren,25.0,Male,Doctor,96351.0,Yes
Phyllis,45.0,Female,Doctor,135594.0,No
Brittany,47.0,Female,Nurse,51012.0,No
,24.0,,Teacher,46044.0,No
Carl,38.0,Female,,100375.0,No
Brittany,47.0,Female,Engineer,99730.0,No
Christian,47.0,Male,,143748.0,Yes
Shannon,41.0,Female,Nurse,77283.0,No
,,Male,Teacher,42589.0,No
Sarah,38.0,Male,,35606.0,Yes
Steven,34.0,Male,Doctor,85735.0,No
Jessica,41.0,Female,Artist,,No
David,33.0,,Engineer,,No
Troy,34.0,Female,Teacher,59971.0,No
Andrew,40.0,Male,Nurse,56890.0,No
Dawn,35.0,Male,Artist,65602.0,Yes
,27.0,Female,Teacher,38271.0,Yes
Kathleen,59.0,Female,Teacher,37107.0,Yes
Alan,53.0,Female,Teacher,48187.0,No
Barry,49.0,Female,Lawyer,95586.0,No
Eddie,56.0,Female,Lawyer,118358.0,No
Laura,56.0,Male,Artist,62567.0,No
Thomas,58.0,Male,Artist,51868.0,Yes
,23.0,,Engineer,92849.0,Yes
Jennifer,32.0,Female,Nurse,55240.0,No
Edward,31.0,Male,Doctor,90164.0,No
Janet,43.0,Female,Artist,,No
Wanda,55.0,Female,Engineer,,Yes
Rebekah,41.0,Female,Doctor,147737.0,No
Paul,51.0,Male,Doctor,101250.0,No
Kevin,39.0,Female,,85781.0,Yes
Michael,34.0,Male,Doctor,125653.0,No
Isaac,,,Lawyer,112519.0,No
Teresa,38.0,Male,Teacher,44154.0,No
Courtney,22.0,Female,Nurse,55314.0,Yes
Ryan,,Female,Teacher,53608.0,No
Jennifer,49.0,,,74184.0,Yes
Molly,,Female,,86691.0,Yes
Daniel,27.0,Male,Doctor,142758.0,No
Sheila,56.0,Male,Lawyer,94675.0,Yes
Joan,45.0,Female,Doctor,96457.0,No
Jonathan,44.0,Female,Nurse,,No
Alice,25.0,Female,Lawyer,81318.0,No
Maria,23.0,Female,Lawyer,76934.0,Yes
Thomas,48.0,Female,Artist,49124.0,Yes
Justin,52.0,Female,Doctor,108678.0,No
Keith,24.0,Male,Artist,53968.0,Yes
Brianna,54.0,Female,Lawyer,88833.0,No
Stacie,24.0,Female,Nurse,56638.0,No
Gina,,Male,Doctor,110984.0,No
Jeffrey,31.0,Female,Engineer,79870.0,No
Cindy,,Female,Engineer,71770.0,Yes
Benjamin,,Male,Lawyer,111373.0,No
Gregory,60.0,Male,Teacher,35607.0,Yes
,51.0,Female,,52390.0,Yes
Donald,37.0,Male,Nurse,59638.0,Yes
Matthew,29.0,Female,Teacher,58167.0,Yes
Samuel,44.0,Male,Teacher,55002.0,Yes
Victor,47.0,Female,Teacher,53453.0,Yes
Melissa,34.0,Female,Doctor,85294.0,No
Matthew,24.0,Male,Nurse,50695.0,Yes
Evan,56.0,Female,Nurse,63305.0,Yes
Zachary,,Female,Doctor,94699.0,Yes
David,24.0,Female,Lawyer,,Yes
Sarah,28.0,Female,Nurse,,No
Brittney,35.0,Male,Engineer,74886.0,Yes
Tyler,35.0,Male,Artist,68575.0,Yes
Lisa,23.0,Male,Engineer,99980.0,Yes
Amber,45.0,Female,Artist,57760.0,No
Harold,22.0,Female,Lawyer,110242.0,No
Christopher,25.0,Male,Teacher,35887.0,No
Kenneth,43.0,Male,,95521.0,Yes
Lauren,,Male,Nurse,79587.0,Yes
Bridget,32.0,Male,Doctor,139405.0,No
Jason,36.0,Female,Lawyer,100076.0,No
Richard,53.0,Female,Lawyer,112488.0,No
Brittany,58.0,Female,Teacher,45776.0,No
Lisa,22.0,Male,Lawyer,93777.0,No
,31.0,Male,Doctor,138615.0,Yes
Bonnie,57.0,Male,Engineer,91153.0,Yes
Chase,43.0,,Nurse,,Yes
William,29.0,,Lawyer,87914.0,No
Tracy,28.0,Male,Engineer,66698.0,Yes
Benjamin,35.0,,Engineer,98317.0,Yes
Tiffany,,Male,Artist,,No
Justin,43.0,,Lawyer,76894.0,No
Kelsey,27.0,Male,,65435.0,No
Kristin,29.0,Female,Artist,68049.0,Yes
Angela,,Male,Teacher,,Yes
Matthew,30.0,Male,,144702.0,No
Tony,29.0,Male,Teacher,55145.0,Yes
,28.0,Female,Artist,54185.0,Yes
Douglas,56.0,,Engineer,70556.0,No
Derek,30.0,Female,,65308.0,Yes
Traci,30.0,Female,Engineer,63743.0,Yes
Julia,31.0,Female,Nurse,59995.0,No
Allison,58.0,Male,Nurse,79506.0,No
Gordon,,Female,Nurse,,Yes
Mary,60.0,Male,Nurse,78629.0,No
,44.0,Female,Engineer,80779.0,Yes
Crystal,37.0,Female,Teacher,37518.0,No
Karen,25.0,,Artist,66418.0,Yes
Sarah,56.0,Female,Doctor,114336.0,Yes
,54.0,Female,Doctor,94440.0,Yes
Mark,33.0,Female,Nurse,54655.0,No
Jennifer,44.0,Female,Engineer,98652.0,Yes
Cody,42.0,Female,Doctor,105319.0,Yes
Lauren,57.0,Male,Artist,54069.0,No
Nancy,55.0,Female,Teacher,52283.0,Yes
,39.0,Male,Teacher,48072.0,No
Michael,56.0,Female,Lawyer,,No
Lisa,33.0,Male,Artist,49535.0,No
Brian,35.0,,Nurse,60674.0,Yes
Charles,51.0,Male,Lawyer,116168.0,No
Rodney,,Male,Teacher,57886.0,Yes
Ashley,47.0,Female,Artist,43356.0,Yes
Jeffrey,52.0,Female,Lawyer,86087.0,Yes
Brooke,41.0,Female,Engineer,64842.0,Yes
Kelly,56.0,Female,Engineer,71132.0,No
Lisa,34.0,Male,Nurse,68827.0,No
Brittany,28.0,Female,Nurse,75419.0,Yes
Jennifer,48.0,Male,Engineer,88019.0,Yes
Maurice,31.0,Female,Doctor,114017.0,Yes
,39.0,Female,Engineer,,No
Perry,,Female,Teacher,47183.0,Yes
Beth,30.0,Male,Teacher,39124.0,No
,60.0,Female,Nurse,,Yes
Mark,59.0,Female,Doctor,96889.0,Yes
Meghan,,Female,Artist,69091.0,No
Joan,24.0,Male,Lawyer,91509.0,Yes
George,56.0,Female,Engineer,91168.0,Yes
Jasmine,53.0,,Engineer,84700.0,Yes
Casey,47.0,Male,Doctor,98403.0,No
,52.0,Female,Nurse,63733.0,Yes
Curtis,44.0,Female,Lawyer,77492.0,No
Michael,46.0,Female,,39331.0,No
Martha,55.0,Male,Lawyer,109607.0,No
,30.0,Female,Doctor,148895.0,Yes
Randy,44.0,Female,Lawyer,79457.0,Yes
Alicia,,Male,Artist,55417.0,Yes
Sarah,51.0,Female,Engineer,72720.0,No
Mary,40.0,Male,Doctor,,Yes
Alexandria,33.0,Female,Artist,62776.0,Yes
Laura,49.0,Male,Engineer,87776.0,Yes
Kimberly,50.0,Male,Lawyer,74671.0,Yes
,38.0,Female,Doctor,148610.0,No
Michael,47.0,,,54151.0,Yes
,,Female,Teacher,47596.0,No
